You are using the default legacy behaviour of the <class 'transformers.models.t5.tokenization_t5.T5Tokenizer'>. If you see this, DO NOT PANIC! This is expected, and simply means that the `legacy` (previous) behavior will be used so nothing changes for you. If you want to use the new behaviour, set `legacy=False`. This should only be set if you understand what it means, and thouroughly read the reason why this was added as explained in https://github.com/huggingface/transformers/pull/24565
Parsed arguments:
 +--------------------------------------------------------+-----------+-----------------+------------+--------+-------+------+------------+--------+-----------+--------------------+---------+---+----+---------+
| data_dir                                               | peft_type | task            | batch_size | epochs | lr    | seed | add_prefix | device | save_freq | num_virtual_tokens | balance | r | la | sep_tok |
+--------------------------------------------------------+-----------+-----------------+------------+--------+-------+------+------------+--------+-----------+--------------------+---------+---+----+---------+
| data/datasets/entity_matching/structured/Amazon-Google | lora      | entity_matching | 8          | 100    | 0.001 | 1234 | False      | cuda   | 10        | 50                 | False   | 8 | 8  | .       |
+--------------------------------------------------------+-----------+-----------------+------------+--------+-------+------+------------+--------+-----------+--------------------+---------+---+----+---------+
trainable params: 2,359,296 || all params: 740,027,392 || trainable%: 0.31881198257050464
Epoch: 0 | Train Loss: 0.2240 | Val Loss: 0.0710 | Train Acc: 0.9014 | Val Acc: 0.9355 | Train F1: 0.3648 | Val F1: 0.6740 | Train Time: 206.19470024108887 secs
Epoch: 14 | Train Loss: 0.0597 | Val Loss: 0.0845 | Train Acc: 0.9478 | Val Acc: 0.9363 | Train F1: 0.7381 | Val F1: 0.6712 | Train Time: 220.73389053344727 secs
Epoch: 15 | Train Loss: 0.0625 | Val Loss: 0.0847 | Train Acc: 0.9473 | Val Acc: 0.9368 | Train F1: 0.7322 | Val F1: 0.6921 | Train Time: 216.01971292495728 secs
Epoch: 16 | Train Loss: 0.0709 | Val Loss: 0.1030 | Train Acc: 0.9399 | Val Acc: 0.9132 | Train F1: 0.6916 | Val F1: 0.6806 | Train Time: 219.90079355239868 secs
Epoch: 17 | Train Loss: 0.0620 | Val Loss: 0.0820 | Train Acc: 0.9469 | Val Acc: 0.9333 | Train F1: 0.7330 | Val F1: 0.6946 | Train Time: 220.5818338394165 secs
Epoch: 18 | Train Loss: 0.0652 | Val Loss: 0.0930 | Train Acc: 0.9421 | Val Acc: 0.9189 | Train F1: 0.7065 | Val F1: 0.6714 | Train Time: 217.8787543773651 secs
Epoch: 19 | Train Loss: 0.0595 | Val Loss: 0.0773 | Train Acc: 0.9510 | Val Acc: 0.9324 | Train F1: 0.7513 | Val F1: 0.6751 | Train Time: 219.77803468704224 secs
Epoch: 20 | Train Loss: 0.0606 | Val Loss: 0.0820 | Train Acc: 0.9473 | Val Acc: 0.9280 | Train F1: 0.7338 | Val F1: 0.6857 | Train Time: 213.09703159332275 secs
Epoch: 21 | Train Loss: 0.0538 | Val Loss: 0.1037 | Train Acc: 0.9537 | Val Acc: 0.9080 | Train F1: 0.7672 | Val F1: 0.6558 | Train Time: 219.82156205177307 secs
Epoch: 22 | Train Loss: 0.0590 | Val Loss: 0.0933 | Train Acc: 0.9513 | Val Acc: 0.9267 | Train F1: 0.7549 | Val F1: 0.6794 | Train Time: 214.0093879699707 secs
Epoch: 23 | Train Loss: 0.0510 | Val Loss: 0.0872 | Train Acc: 0.9585 | Val Acc: 0.9333 | Train F1: 0.7921 | Val F1: 0.7052 | Train Time: 220.39865231513977 secs
Epoch: 24 | Train Loss: 0.0512 | Val Loss: 0.0828 | Train Acc: 0.9516 | Val Acc: 0.9376 | Train F1: 0.7585 | Val F1: 0.6801 | Train Time: 219.76840209960938 secs
Epoch: 25 | Train Loss: 0.0501 | Val Loss: 0.0887 | Train Acc: 0.9578 | Val Acc: 0.9259 | Train F1: 0.7905 | Val F1: 0.7069 | Train Time: 218.89142322540283 secs
Epoch: 26 | Train Loss: 0.0653 | Val Loss: 0.0860 | Train Acc: 0.9486 | Val Acc: 0.9272 | Train F1: 0.7336 | Val F1: 0.6782 | Train Time: 219.2152223587036 secs
Epoch: 27 | Train Loss: 0.0635 | Val Loss: 0.0882 | Train Acc: 0.9454 | Val Acc: 0.9294 | Train F1: 0.7178 | Val F1: 0.6284 | Train Time: 212.34186387062073 secs
Epoch: 28 | Train Loss: 0.0604 | Val Loss: 0.0764 | Train Acc: 0.9476 | Val Acc: 0.9276 | Train F1: 0.7309 | Val F1: 0.6584 | Train Time: 219.39019680023193 secs
Epoch: 29 | Train Loss: 0.0639 | Val Loss: 0.0842 | Train Acc: 0.9450 | Val Acc: 0.9267 | Train F1: 0.7179 | Val F1: 0.6515 | Train Time: 215.27138996124268 secs
Epoch: 30 | Train Loss: 0.0596 | Val Loss: 0.0876 | Train Acc: 0.9516 | Val Acc: 0.9285 | Train F1: 0.7509 | Val F1: 0.6882 | Train Time: 215.31210494041443 secs
Epoch: 31 | Train Loss: 0.0536 | Val Loss: 0.0846 | Train Acc: 0.9550 | Val Acc: 0.9294 | Train F1: 0.7759 | Val F1: 0.6611 | Train Time: 218.78734254837036 secs
Epoch: 32 | Train Loss: 0.0523 | Val Loss: 0.0902 | Train Acc: 0.9545 | Val Acc: 0.9241 | Train F1: 0.7724 | Val F1: 0.6692 | Train Time: 212.1334846019745 secs
Epoch: 33 | Train Loss: 0.0564 | Val Loss: 0.1145 | Train Acc: 0.9513 | Val Acc: 0.9141 | Train F1: 0.7531 | Val F1: 0.6667 | Train Time: 218.18754959106445 secs
Epoch: 34 | Train Loss: 0.0699 | Val Loss: 0.1047 | Train Acc: 0.9434 | Val Acc: 0.9093 | Train F1: 0.6987 | Val F1: 0.6105 | Train Time: 218.36248445510864 secs
Epoch: 35 | Train Loss: 0.0666 | Val Loss: 0.0898 | Train Acc: 0.9450 | Val Acc: 0.9285 | Train F1: 0.7132 | Val F1: 0.6186 | Train Time: 217.64560627937317 secs
Epoch: 36 | Train Loss: 0.0597 | Val Loss: 0.0992 | Train Acc: 0.9495 | Val Acc: 0.9228 | Train F1: 0.7369 | Val F1: 0.6590 | Train Time: 216.96380996704102 secs
Epoch: 37 | Train Loss: 0.0543 | Val Loss: 0.0984 | Train Acc: 0.9564 | Val Acc: 0.9215 | Train F1: 0.7768 | Val F1: 0.6617 | Train Time: 217.32528233528137 secs
Epoch: 38 | Train Loss: 0.0536 | Val Loss: 0.1030 | Train Acc: 0.9520 | Val Acc: 0.9272 | Train F1: 0.7552 | Val F1: 0.6958 | Train Time: 212.37254357337952 secs
Epoch: 39 | Train Loss: 0.0478 | Val Loss: 0.0881 | Train Acc: 0.9596 | Val Acc: 0.9359 | Train F1: 0.7977 | Val F1: 0.7066 | Train Time: 216.5676829814911 secs
Epoch: 40 | Train Loss: 0.0491 | Val Loss: 0.1093 | Train Acc: 0.9581 | Val Acc: 0.9150 | Train F1: 0.7916 | Val F1: 0.6689 | Train Time: 216.20206451416016 secs
Epoch: 41 | Train Loss: 0.0450 | Val Loss: 0.0975 | Train Acc: 0.9619 | Val Acc: 0.9315 | Train F1: 0.8090 | Val F1: 0.7043 | Train Time: 216.4613552093506 secs
Epoch: 42 | Train Loss: 0.0429 | Val Loss: 0.1056 | Train Acc: 0.9641 | Val Acc: 0.9276 | Train F1: 0.8206 | Val F1: 0.7025 | Train Time: 209.47260212898254 secs
Epoch: 43 | Train Loss: 0.0427 | Val Loss: 0.1037 | Train Acc: 0.9635 | Val Acc: 0.9285 | Train F1: 0.8193 | Val F1: 0.6784 | Train Time: 216.7823464870453 secs
Epoch: 44 | Train Loss: 0.0453 | Val Loss: 0.0940 | Train Acc: 0.9623 | Val Acc: 0.9324 | Train F1: 0.8097 | Val F1: 0.6894 | Train Time: 209.60634064674377 secs
Epoch: 45 | Train Loss: 0.0352 | Val Loss: 0.1233 | Train Acc: 0.9681 | Val Acc: 0.9311 | Train F1: 0.8430 | Val F1: 0.6840 | Train Time: 218.05064606666565 secs
Epoch: 46 | Train Loss: 0.0372 | Val Loss: 0.1039 | Train Acc: 0.9665 | Val Acc: 0.9320 | Train F1: 0.8359 | Val F1: 0.6695 | Train Time: 216.9236934185028 secs
Epoch: 47 | Train Loss: 0.0367 | Val Loss: 0.1056 | Train Acc: 0.9684 | Val Acc: 0.9285 | Train F1: 0.8429 | Val F1: 0.6555 | Train Time: 216.74815440177917 secs
Epoch: 48 | Train Loss: 0.0354 | Val Loss: 0.1123 | Train Acc: 0.9687 | Val Acc: 0.9237 | Train F1: 0.8457 | Val F1: 0.6835 | Train Time: 212.14247608184814 secs
Epoch: 49 | Train Loss: 0.0368 | Val Loss: 0.0883 | Train Acc: 0.9686 | Val Acc: 0.9298 | Train F1: 0.8444 | Val F1: 0.6414 | Train Time: 216.25866222381592 secs
Epoch: 50 | Train Loss: 0.0397 | Val Loss: 0.1141 | Train Acc: 0.9652 | Val Acc: 0.9228 | Train F1: 0.8257 | Val F1: 0.6822 | Train Time: 216.46152091026306 secs
Epoch: 51 | Train Loss: 0.0427 | Val Loss: 0.0943 | Train Acc: 0.9644 | Val Acc: 0.9307 | Train F1: 0.8205 | Val F1: 0.6775 | Train Time: 215.9068763256073 secs
Epoch: 52 | Train Loss: 0.0380 | Val Loss: 0.1057 | Train Acc: 0.9681 | Val Acc: 0.9355 | Train F1: 0.8414 | Val F1: 0.7052 | Train Time: 216.28299975395203 secs
Epoch: 53 | Train Loss: 0.0363 | Val Loss: 0.0994 | Train Acc: 0.9681 | Val Acc: 0.9337 | Train F1: 0.8398 | Val F1: 0.6820 | Train Time: 216.49950218200684 secs
Epoch: 54 | Train Loss: 0.0326 | Val Loss: 0.1002 | Train Acc: 0.9706 | Val Acc: 0.9394 | Train F1: 0.8528 | Val F1: 0.7290 | Train Time: 215.5382161140442 secs
Epoch: 55 | Train Loss: 0.0336 | Val Loss: 0.0989 | Train Acc: 0.9703 | Val Acc: 0.9341 | Train F1: 0.8530 | Val F1: 0.6874 | Train Time: 216.09856867790222 secs
Epoch: 56 | Train Loss: 0.0322 | Val Loss: 0.1031 | Train Acc: 0.9693 | Val Acc: 0.9394 | Train F1: 0.8490 | Val F1: 0.7226 | Train Time: 216.05325627326965 secs
Epoch: 57 | Train Loss: 0.0335 | Val Loss: 0.1101 | Train Acc: 0.9715 | Val Acc: 0.9307 | Train F1: 0.8588 | Val F1: 0.6864 | Train Time: 216.0952558517456 secs
Epoch: 58 | Train Loss: 0.0277 | Val Loss: 0.1217 | Train Acc: 0.9780 | Val Acc: 0.9294 | Train F1: 0.8916 | Val F1: 0.6400 | Train Time: 215.82660841941833 secs
Epoch: 59 | Train Loss: 0.0283 | Val Loss: 0.1073 | Train Acc: 0.9759 | Val Acc: 0.9394 | Train F1: 0.8804 | Val F1: 0.7134 | Train Time: 216.27037835121155 secs
Epoch: 60 | Train Loss: 0.0270 | Val Loss: 0.1178 | Train Acc: 0.9785 | Val Acc: 0.9376 | Train F1: 0.8924 | Val F1: 0.6989 | Train Time: 216.237389087677 secs
Epoch: 61 | Train Loss: 0.0283 | Val Loss: 0.1113 | Train Acc: 0.9769 | Val Acc: 0.9298 | Train F1: 0.8859 | Val F1: 0.6625 | Train Time: 216.06592750549316 secs
Epoch: 62 | Train Loss: 0.0270 | Val Loss: 0.1224 | Train Acc: 0.9777 | Val Acc: 0.9355 | Train F1: 0.8898 | Val F1: 0.6891 | Train Time: 216.93737053871155 secs
Epoch: 63 | Train Loss: 0.0273 | Val Loss: 0.1173 | Train Acc: 0.9766 | Val Acc: 0.9324 | Train F1: 0.8839 | Val F1: 0.6979 | Train Time: 216.75327563285828 secs
Epoch: 64 | Train Loss: 0.0263 | Val Loss: 0.1114 | Train Acc: 0.9777 | Val Acc: 0.9350 | Train F1: 0.8895 | Val F1: 0.7038 | Train Time: 214.24493646621704 secs
Epoch: 65 | Train Loss: 0.0246 | Val Loss: 0.1085 | Train Acc: 0.9815 | Val Acc: 0.9350 | Train F1: 0.9080 | Val F1: 0.6902 | Train Time: 216.99189257621765 secs
Epoch: 66 | Train Loss: 0.0271 | Val Loss: 0.1049 | Train Acc: 0.9760 | Val Acc: 0.9337 | Train F1: 0.8817 | Val F1: 0.6545 | Train Time: 212.62799072265625 secs
Epoch: 67 | Train Loss: 0.0245 | Val Loss: 0.1274 | Train Acc: 0.9808 | Val Acc: 0.9333 | Train F1: 0.9050 | Val F1: 0.6765 | Train Time: 215.68284511566162 secs
Epoch: 68 | Train Loss: 0.0237 | Val Loss: 0.1112 | Train Acc: 0.9796 | Val Acc: 0.9307 | Train F1: 0.8986 | Val F1: 0.6814 | Train Time: 218.30343532562256 secs
Epoch: 69 | Train Loss: 0.0236 | Val Loss: 0.1179 | Train Acc: 0.9795 | Val Acc: 0.9337 | Train F1: 0.8989 | Val F1: 0.6752 | Train Time: 217.1774036884308 secs
Epoch: 70 | Train Loss: 0.0231 | Val Loss: 0.1486 | Train Acc: 0.9795 | Val Acc: 0.9372 | Train F1: 0.8980 | Val F1: 0.7120 | Train Time: 216.730482339859 secs
Epoch: 71 | Train Loss: 0.0188 | Val Loss: 0.1334 | Train Acc: 0.9837 | Val Acc: 0.9376 | Train F1: 0.9191 | Val F1: 0.6964 | Train Time: 216.3601589202881 secs
Epoch: 72 | Train Loss: 0.0210 | Val Loss: 0.1216 | Train Acc: 0.9824 | Val Acc: 0.9350 | Train F1: 0.9134 | Val F1: 0.6823 | Train Time: 217.18660831451416 secs
Epoch: 73 | Train Loss: 0.0218 | Val Loss: 0.1471 | Train Acc: 0.9798 | Val Acc: 0.9337 | Train F1: 0.9001 | Val F1: 0.6481 | Train Time: 216.36994290351868 secs
Epoch: 74 | Train Loss: 0.0187 | Val Loss: 0.1575 | Train Acc: 0.9820 | Val Acc: 0.9376 | Train F1: 0.9108 | Val F1: 0.6843 | Train Time: 216.23563075065613 secs
Epoch: 75 | Train Loss: 0.0206 | Val Loss: 0.1236 | Train Acc: 0.9828 | Val Acc: 0.9324 | Train F1: 0.9155 | Val F1: 0.6638 | Train Time: 216.28846406936646 secs
Epoch: 76 | Train Loss: 0.0227 | Val Loss: 0.1310 | Train Acc: 0.9847 | Val Acc: 0.9350 | Train F1: 0.9240 | Val F1: 0.6782 | Train Time: 216.39343810081482 secs
Epoch: 77 | Train Loss: 0.0182 | Val Loss: 0.1461 | Train Acc: 0.9836 | Val Acc: 0.9363 | Train F1: 0.9196 | Val F1: 0.7020 | Train Time: 216.268488407135 secs
Epoch: 78 | Train Loss: 0.0204 | Val Loss: 0.1153 | Train Acc: 0.9843 | Val Acc: 0.9363 | Train F1: 0.9229 | Val F1: 0.6712 | Train Time: 216.31434178352356 secs
Epoch: 79 | Train Loss: 0.0165 | Val Loss: 0.1394 | Train Acc: 0.9847 | Val Acc: 0.9328 | Train F1: 0.9242 | Val F1: 0.6723 | Train Time: 216.60601782798767 secs
Epoch: 80 | Train Loss: 0.0169 | Val Loss: 0.1437 | Train Acc: 0.9853 | Val Acc: 0.9350 | Train F1: 0.9274 | Val F1: 0.6809 | Train Time: 216.5634000301361 secs
Epoch: 81 | Train Loss: 0.0148 | Val Loss: 0.1481 | Train Acc: 0.9860 | Val Acc: 0.9394 | Train F1: 0.9313 | Val F1: 0.7011 | Train Time: 217.60137248039246 secs
Epoch: 82 | Train Loss: 0.0141 | Val Loss: 0.1460 | Train Acc: 0.9873 | Val Acc: 0.9389 | Train F1: 0.9381 | Val F1: 0.7107 | Train Time: 217.83528113365173 secs
Epoch: 83 | Train Loss: 0.0156 | Val Loss: 0.1521 | Train Acc: 0.9865 | Val Acc: 0.9394 | Train F1: 0.9329 | Val F1: 0.7024 | Train Time: 217.6137113571167 secs
Epoch: 84 | Train Loss: 0.0150 | Val Loss: 0.1460 | Train Acc: 0.9862 | Val Acc: 0.9372 | Train F1: 0.9317 | Val F1: 0.6828 | Train Time: 218.0465760231018 secs
Epoch: 85 | Train Loss: 0.0159 | Val Loss: 0.1619 | Train Acc: 0.9865 | Val Acc: 0.9385 | Train F1: 0.9333 | Val F1: 0.6729 | Train Time: 217.9926586151123 secs
Epoch: 86 | Train Loss: 0.0145 | Val Loss: 0.1600 | Train Acc: 0.9876 | Val Acc: 0.9359 | Train F1: 0.9389 | Val F1: 0.6905 | Train Time: 212.72727370262146 secs
Epoch: 87 | Train Loss: 0.0142 | Val Loss: 0.1555 | Train Acc: 0.9872 | Val Acc: 0.9359 | Train F1: 0.9369 | Val F1: 0.6769 | Train Time: 217.56139755249023 secs
Epoch: 88 | Train Loss: 0.0137 | Val Loss: 0.1701 | Train Acc: 0.9888 | Val Acc: 0.9363 | Train F1: 0.9450 | Val F1: 0.6933 | Train Time: 218.0458209514618 secs
Epoch: 89 | Train Loss: 0.0121 | Val Loss: 0.1784 | Train Acc: 0.9898 | Val Acc: 0.9394 | Train F1: 0.9499 | Val F1: 0.7036 | Train Time: 215.28561520576477 secs
Epoch: 90 | Train Loss: 0.0135 | Val Loss: 0.1655 | Train Acc: 0.9885 | Val Acc: 0.9376 | Train F1: 0.9429 | Val F1: 0.7015 | Train Time: 217.0315854549408 secs
Epoch: 91 | Train Loss: 0.0117 | Val Loss: 0.1740 | Train Acc: 0.9894 | Val Acc: 0.9368 | Train F1: 0.9473 | Val F1: 0.6960 | Train Time: 219.0484037399292 secs
Epoch: 92 | Train Loss: 0.0106 | Val Loss: 0.1878 | Train Acc: 0.9900 | Val Acc: 0.9381 | Train F1: 0.9507 | Val F1: 0.6872 | Train Time: 218.24097061157227 secs
Epoch: 93 | Train Loss: 0.0119 | Val Loss: 0.1804 | Train Acc: 0.9897 | Val Acc: 0.9376 | Train F1: 0.9490 | Val F1: 0.6801 | Train Time: 210.82265949249268 secs
Epoch: 94 | Train Loss: 0.0100 | Val Loss: 0.1889 | Train Acc: 0.9919 | Val Acc: 0.9385 | Train F1: 0.9596 | Val F1: 0.6981 | Train Time: 216.24108862876892 secs
Epoch: 95 | Train Loss: 0.0116 | Val Loss: 0.1814 | Train Acc: 0.9889 | Val Acc: 0.9359 | Train F1: 0.9456 | Val F1: 0.6783 | Train Time: 216.3344020843506 secs
Epoch: 96 | Train Loss: 0.0109 | Val Loss: 0.1874 | Train Acc: 0.9911 | Val Acc: 0.9363 | Train F1: 0.9563 | Val F1: 0.6840 | Train Time: 217.07117128372192 secs
Epoch: 97 | Train Loss: 0.0122 | Val Loss: 0.1853 | Train Acc: 0.9913 | Val Acc: 0.9359 | Train F1: 0.9570 | Val F1: 0.6852 | Train Time: 217.0999608039856 secs
Epoch: 98 | Train Loss: 0.0110 | Val Loss: 0.1855 | Train Acc: 0.9903 | Val Acc: 0.9376 | Train F1: 0.9520 | Val F1: 0.6964 | Train Time: 218.38484501838684 secs
Epoch: 99 | Train Loss: 0.0110 | Val Loss: 0.1854 | Train Acc: 0.9904 | Val Acc: 0.9368 | Train F1: 0.9530 | Val F1: 0.6908 | Train Time: 217.46502256393433 secs
The predictive performance on test data of Amazon-Google is: {'precision': 0.6557377049180327, 'recall': 0.8547008547008547, 'accuracy': 0.9393807239424335, 'f1': 0.7421150278293135}
You are using the default legacy behaviour of the <class 'transformers.models.t5.tokenization_t5.T5Tokenizer'>. If you see this, DO NOT PANIC! This is expected, and simply means that the `legacy` (previous) behavior will be used so nothing changes for you. If you want to use the new behaviour, set `legacy=False`. This should only be set if you understand what it means, and thouroughly read the reason why this was added as explained in https://github.com/huggingface/transformers/pull/24565
Parsed arguments:
 +--------------------------------------------------------+-----------+-----------------+------------+--------+-----+------+------------+--------+-----------+--------------------+---------+---+----+---------+
| data_dir                                               | peft_type | task            | batch_size | epochs | lr  | seed | add_prefix | device | save_freq | num_virtual_tokens | balance | r | la | sep_tok |
+--------------------------------------------------------+-----------+-----------------+------------+--------+-----+------+------------+--------+-----------+--------------------+---------+---+----+---------+
| data/datasets/entity_matching/structured/Amazon-Google | prefix    | entity_matching | 8          | 100    | 0.2 | 1234 | False      | cuda   | 10        | 50                 | False   | 8 | 8  | .       |
+--------------------------------------------------------+-----------+-----------------+------------+--------+-----+------+------------+--------+-----------+--------------------+---------+---+----+---------+
trainable params: 2,457,600 || all params: 740,125,696 || trainable%: 0.3320517059848169
Epoch: 0 | Train Loss: 0.2069 | Val Loss: 0.1634 | Train Acc: 0.8938 | Val Acc: 0.8980 | Train F1: 0.0001 | Val F1: 0.0000 | Train Time: 132.97705030441284 secs
Epoch: 1 | Train Loss: 0.1787 | Val Loss: 0.1726 | Train Acc: 0.8976 | Val Acc: 0.8980 | Train F1: 0.0004 | Val F1: 0.0000 | Train Time: 132.5512797832489 secs
Epoch: 2 | Train Loss: 0.1720 | Val Loss: 0.2241 | Train Acc: 0.8982 | Val Acc: 0.8980 | Train F1: 0.0000 | Val F1: 0.0000 | Train Time: 132.69117212295532 secs
Epoch: 3 | Train Loss: 0.1710 | Val Loss: 0.1625 | Train Acc: 0.8982 | Val Acc: 0.8980 | Train F1: 0.0000 | Val F1: 0.0000 | Train Time: 132.94531440734863 secs
Epoch: 4 | Train Loss: 0.1684 | Val Loss: 0.1595 | Train Acc: 0.8983 | Val Acc: 0.8980 | Train F1: 0.0000 | Val F1: 0.0000 | Train Time: 132.7608015537262 secs
Epoch: 5 | Train Loss: 0.1672 | Val Loss: 0.1553 | Train Acc: 0.8985 | Val Acc: 0.8980 | Train F1: 0.0029 | Val F1: 0.0000 | Train Time: 132.8338930606842 secs
Epoch: 6 | Train Loss: 0.1715 | Val Loss: 0.1609 | Train Acc: 0.8973 | Val Acc: 0.8980 | Train F1: 0.0000 | Val F1: 0.0000 | Train Time: 132.72543621063232 secs
Epoch: 7 | Train Loss: 0.1674 | Val Loss: 0.1497 | Train Acc: 0.8983 | Val Acc: 0.8980 | Train F1: 0.0014 | Val F1: 0.0000 | Train Time: 132.85441398620605 secs
Epoch: 8 | Train Loss: 0.1643 | Val Loss: 0.1453 | Train Acc: 0.8980 | Val Acc: 0.8980 | Train F1: 0.0000 | Val F1: 0.0000 | Train Time: 132.5301055908203 secs
Epoch: 9 | Train Loss: 0.1632 | Val Loss: 0.1430 | Train Acc: 0.8979 | Val Acc: 0.8980 | Train F1: 0.0029 | Val F1: 0.0000 | Train Time: 132.60934042930603 secs
Epoch: 10 | Train Loss: 0.1616 | Val Loss: 0.1489 | Train Acc: 0.8983 | Val Acc: 0.8980 | Train F1: 0.0072 | Val F1: 0.0000 | Train Time: 132.14729595184326 secs
Epoch: 11 | Train Loss: 0.1604 | Val Loss: 0.1393 | Train Acc: 0.8977 | Val Acc: 0.8980 | Train F1: 0.0051 | Val F1: 0.0000 | Train Time: 132.45808362960815 secs
Epoch: 12 | Train Loss: 0.1606 | Val Loss: 0.1393 | Train Acc: 0.8969 | Val Acc: 0.8980 | Train F1: 0.0002 | Val F1: 0.0000 | Train Time: 132.64772295951843 secs
Epoch: 13 | Train Loss: 0.1577 | Val Loss: 0.1410 | Train Acc: 0.8982 | Val Acc: 0.8980 | Train F1: 0.0065 | Val F1: 0.0000 | Train Time: 132.1810655593872 secs
Epoch: 14 | Train Loss: 0.1579 | Val Loss: 0.1457 | Train Acc: 0.8974 | Val Acc: 0.8980 | Train F1: 0.0021 | Val F1: 0.0000 | Train Time: 132.74119329452515 secs
Epoch: 15 | Train Loss: 0.1569 | Val Loss: 0.1353 | Train Acc: 0.8971 | Val Acc: 0.8980 | Train F1: 0.0142 | Val F1: 0.0000 | Train Time: 132.64063549041748 secs
Epoch: 16 | Train Loss: 0.1613 | Val Loss: 0.1475 | Train Acc: 0.8966 | Val Acc: 0.8980 | Train F1: 0.0102 | Val F1: 0.0000 | Train Time: 132.8097767829895 secs
Epoch: 17 | Train Loss: 0.1545 | Val Loss: 0.1283 | Train Acc: 0.8973 | Val Acc: 0.8980 | Train F1: 0.0188 | Val F1: 0.0000 | Train Time: 132.7320911884308 secs
